transcript_id,contig,start,end,strand,gene_id,biotype,transcript_name,ncRNA_biotype,disease_variants_present,number_variants,blast_hit
ENST00000545308,11,62854442,62855488,-,ENSG00000255717,retained_intron,SNHG1-222,retained_intron,False,0,F4K2K3
ENST00000596000,10,108001011,108041194,-,ENSG00000229981,lncRNA,LINC01435-206,lincRNA,False,0,Q96MD7
ENST00000641571,10,100373544,100443728,+,ENSG00000235823,lncRNA,OLMALINC-204,lincRNA,False,0,Q1W209
ENST00000489670,3,109410162,109419017,+,ENSG00000228980,lncRNA,LINC01205-201,lincRNA,False,0,Q8N2A0
ENST00000608336,3,181967323,181972438,+,ENSG00000242512,lncRNA,LINC01206-210,lincRNA,False,0,Q9ZV48
ENST00000417039,2,38406715,38515740,-,ENSG00000231367,lncRNA,LINC02613-202,lincRNA,False,0,Q96NF6
ENST00000512572,5,1175397,1178594,-,ENSG00000249201,lncRNA,CTD-3080P12.3-202,antisense_RNA,False,0,Q26240
ENST00000421998,2,185719874,185738721,-,ENSG00000226747,lncRNA,FSIP2-AS2-201,antisense_RNA,False,0,P31872
ENST00000560705,15,45705078,45848885,+,ENSG00000259200,lncRNA,,lincRNA,False,0,Q86U02
ENST00000608741,2,202032770,202033537,-,ENSG00000273209,lncRNA,,lincRNA,False,0,Q6CM10
ENST00000627688,9,33677268,33688011,+,ENSG00000281128,lncRNA,PTENP1-AS-201,antisense_RNA,False,0,Q6W349
ENST00000571619,16,13246316,13562918,+,ENSG00000262801,lncRNA,,lincRNA,False,0,Q5AV02
ENST00000561409,15,85579046,85580178,-,ENSG00000259375,lncRNA,,antisense_RNA,True,5,Q12802
ENST00000590255,2,305473,306596,-,ENSG00000235779,lncRNA,,lincRNA,False,0,E1B7Q7
ENST00000577297,11,119381778,119409762,+,ENSG00000245248,lncRNA,USP2-AS1-204,antisense_RNA,False,0,Q86U02
ENST00000560387,15,64701248,64719602,+,ENSG00000259635,lncRNA,,antisense_RNA,False,0,Q8N7I0
ENST00000414948,1,8875788,8878007,-,ENSG00000074800,processed_transcript,ENO1-202,sense_intronic,False,0,Q96CB5
ENST00000417578,20,38420590,38435328,-,ENSG00000196756,lncRNA,SNHG17-203,lincRNA,False,0,Q96NF6
ENST00000638002,1,2773603,2776473,+,ENSG00000283259,lncRNA,,antisense_RNA,False,0,P24853
ENST00000436616,2,178413654,178434091,+,ENSG00000223960,lncRNA,CHROMR-203,antisense_RNA,True,26,Q86U02
ENST00000574520,17,1995614,2003671,+,ENSG00000262445,lncRNA,,antisense_RNA,False,0,Q7Z5D8
ENST00000540136,12,164664,166321,-,ENSG00000256694,lncRNA,,antisense_RNA,True,2,Q9UPP2
ENST00000596334,22,20063011,20070569,-,ENSG00000236540,lncRNA,,antisense_RNA,True,53,P51957
ENST00000602653,19,35399581,35411282,+,ENSG00000205786,lncRNA,LINC01531-206,lincRNA,False,0,Q8N2A0
ENST00000507514,5,76691439,76716215,-,ENSG00000225407,lncRNA,,antisense_RNA,True,1,O00370
ENST00000572035,11,76441354,76444656,-,ENSG00000255135,lncRNA,EMSY-DT-202,lincRNA,False,0,Q6UX73
ENST00000451894,5,43041575,43045264,+,ENSG00000215068,lncRNA,,antisense_RNA,False,0,Q96M98
ENST00000603261,6,68629937,68635021,-,ENSG00000230910,lncRNA,ADGRB3-DT-202,antisense_RNA,False,0,P95907
ENST00000509993,5,122436759,122469067,-,ENSG00000250328,lncRNA,MGC32805-204,antisense_RNA,True,46,Q9Y6H5
ENST00000609097,2,170341218,170346276,-,ENSG00000231898,lncRNA,MYO3B-AS1-224,antisense_RNA,False,0,A4IK74
ENST00000445520,2,39437420,39475339,+,ENSG00000231312,lncRNA,MAP4K3-DT-208,antisense_RNA,False,0,Q9P1C3
ENST00000501830,15,30616998,30625773,-,ENSG00000247728,lncRNA,ARHGAP11B-DT-201,antisense_RNA,False,0,P19475
ENST00000629917,10,126997818,127000628,-,ENSG00000223528,lncRNA,,antisense_RNA,False,0,Q14185
ENST00000520913,8,127854396,127932696,+,ENSG00000249859,lncRNA,PVT1-209,lincRNA,False,0,A3MA25
ENST00000584637,9,21994902,22120572,+,ENSG00000240498,lncRNA,CDKN2B-AS1-215,antisense_RNA,True,18,Q05481
ENST00000420364,21,29193494,29288205,+,ENSG00000215533,lncRNA,LINC00189-201,sense_overlapping,False,0,Q8N2A0
ENST00000447028,11,64325050,64329504,-,ENSG00000236935,lncRNA,,antisense_RNA,False,0,Q8N769
ENST00000558342,15,82744223,82750289,+,ENSG00000259442,lncRNA,,antisense_RNA,False,0,Q9P1C3
ENST00000528844,10,125707237,125719546,-,ENSG00000224023,lncRNA,EDRF1-DT-205,lincRNA,False,0,A7GXW7
ENST00000626053,2,55314160,55339798,+,ENSG00000240401,lncRNA,,antisense_RNA,True,193,Q3V6T2
ENST00000577551,9,21994902,22120572,+,ENSG00000240498,lncRNA,CDKN2B-AS1-206,antisense_RNA,True,18,B6HFS8
ENST00000640420,12,52164115,52223800,+,ENSG00000258279,lncRNA,LINC00592-202,lincRNA,True,3,B7VLD2
ENST00000624549,5,141183401,141201396,-,ENSG00000278936,lncRNA,,antisense_RNA,True,1,Q9NRJ7
ENST00000515491,4,134305402,134327449,-,ENSG00000251199,lncRNA,,lincRNA,False,0,O00541
ENST00000507600,5,25125753,25190656,-,ENSG00000251273,lncRNA,LINC02228-201,lincRNA,False,0,C1F3Q7
ENST00000451108,9,110599475,110605219,+,ENSG00000232896,lncRNA,,lincRNA,False,0,Q96N38
ENST00000628253,3,186641521,186743813,-,ENSG00000197099,lncRNA,,antisense_RNA,True,49,Q9UGM5
ENST00000601263,19,46198287,46202929,-,ENSG00000268621,lncRNA,IGFL2-AS1-206,lincRNA,False,0,Q9BUA6
ENST00000442860,1,93264669,93309763,-,ENSG00000223745,lncRNA,CCDC18-AS1-213,antisense_RNA,False,0,Q6UX73
ENST00000509548,4,170343089,170372311,+,ENSG00000251061,lncRNA,LINC02512-201,lincRNA,False,0,Q8N2A0
ENST00000611894,20,26188408,26196891,+,ENSG00000238129,lncRNA,,lincRNA,False,0,Q9BXX2
ENST00000362077,21,34073592,34360033,+,ENSG00000272657,lncRNA,,processed_transcript,True,1,P82932
ENST00000588290,19,567433,572228,-,ENSG00000267751,lncRNA,BSG-AS1-201,antisense_RNA,False,0,Q9NV72
ENST00000521197,7,27140364,27152697,+,ENSG00000254369,lncRNA,HOXA-AS3-203,antisense_RNA,True,1,Q5IS58
ENST00000641534,2,15940185,15942249,-,ENSG00000233718,lncRNA,MYCNOS-204,antisense_RNA,True,18,P04198
ENST00000528233,11,77738680,77739568,-,ENSG00000255409,lncRNA,RSF1-IT1-201,sense_intronic,False,0,Q96NF6
ENST00000599924,19,47607524,47733098,+,ENSG00000268746,lncRNA,,lincRNA,True,41,Q8N2A0
